death_rate,cancer_rate,income,population,poverty,white,black,asian,married,birth
182.40 ,408.40 ,36.00 ,"41,459.00 ",18.80 ,66.20 ,0.30 ,1.10 ,52.90 ,4.60 
202.10 ,451.50 ,50.00 ,"4,995.00 ",12.40 ,88.70 ,0.20 ,0.90 ,59.70 ,2.20 
186.60 ,415.50 ,52.00 ,"4,231.00 ",12.00 ,94.30 ,0.00 ,0.50 ,54.91 ,5.30 
184.60 ,449.40 ,49.00 ,"63,569.00 ",14.50 ,82.10 ,3.20 ,1.00 ,53.60 ,7.20 
227.90 ,496.90 ,40.00 ,"27,755.00 ",19.20 ,81.90 ,2.43 ,0.30 ,51.40 ,6.70 
193.70 ,416.70 ,51.00 ,"54,648.00 ",12.10 ,85.50 ,2.11 ,0.30 ,57.50 ,4.50 
174.40 ,445.90 ,49.00 ,"4,523.00 ",12.30 ,90.10 ,0.40 ,0.20 ,53.60 ,5.30 
174.70 ,442.70 ,34.00 ,"6,070.00 ",25.20 ,79.10 ,7.21 ,0.00 ,48.90 ,9.90 
223.90 ,419.50 ,33.00 ,"2,788.00 ",24.80 ,68.70 ,7.10 ,1.60 ,52.60 ,5.00 
159.70 ,466.50 ,49.00 ,"3,754.00 ",10.60 ,96.00 ,0.10 ,0.13 ,57.50 ,4.27 
200.00 ,452.50 ,35.00 ,"12,845.00 ",24.50 ,74.80 ,0.80 ,0.41 ,51.60 ,5.77 
226.90 ,508.20 ,34.00 ,"13,735.00 ",23.40 ,68.30 ,5.80 ,0.00 ,51.40 ,4.60 
209.20 ,448.80 ,41.00 ,"25,574.00 ",17.20 ,72.50 ,7.60 ,1.46 ,47.80 ,6.40 
231.30 ,470.40 ,32.00 ,"6,276.00 ",23.00 ,83.40 ,0.69 ,0.10 ,48.90 ,6.30 
215.00 ,415.20 ,35.00 ,"10,980.00 ",20.10 ,71.90 ,1.87 ,0.60 ,46.80 ,5.68 
203.10 ,460.60 ,41.00 ,"45,366.00 ",18.20 ,79.20 ,1.90 ,0.60 ,46.10 ,6.04 
174.70 ,465.50 ,59.00 ,"15,584.00 ",10.00 ,85.00 ,0.50 ,0.00 ,58.70 ,5.90 
226.10 ,491.50 ,36.00 ,"9,144.00 ",19.10 ,79.40 ,3.90 ,0.30 ,47.70 ,3.90 
191.70 ,374.70 ,35.00 ,"10,483.00 ",20.70 ,69.10 ,1.41 ,0.60 ,53.80 ,7.80 
214.40 ,362.30 ,36.00 ,"49,605.00 ",24.00 ,75.40 ,2.42 ,0.40 ,52.40 ,5.91 
198.30 ,393.50 ,46.00 ,"35,042.00 ",14.90 ,85.80 ,1.80 ,0.10 ,56.40 ,5.70 
160.20 ,438.50 ,55.00 ,"45,996.00 ",13.80 ,82.00 ,9.10 ,0.60 ,60.00 ,4.90 
200.20 ,456.50 ,52.00 ,"9,870.00 ",12.50 ,84.00 ,1.89 ,0.70 ,59.30 ,4.90 
175.00 ,516.30 ,58.00 ,"38,066.00 ",10.20 ,83.80 ,0.90 ,0.60 ,61.40 ,5.80 
202.40 ,454.60 ,34.00 ,"33,048.00 ",20.90 ,65.50 ,8.30 ,0.10 ,48.80 ,5.00 
202.40 ,456.00 ,33.00 ,"19,990.00 ",22.40 ,70.10 ,3.50 ,0.46 ,52.90 ,5.19 
182.30 ,478.70 ,54.00 ,"7,771.00 ",11.80 ,89.20 ,0.40 ,0.00 ,59.80 ,5.90 
196.90 ,460.20 ,38.00 ,"16,232.00 ",18.00 ,71.70 ,1.47 ,0.16 ,52.10 ,8.00 
202.50 ,434.60 ,41.00 ,"40,887.00 ",17.60 ,67.70 ,0.40 ,0.40 ,53.80 ,5.70 
203.30 ,467.10 ,43.00 ,"13,936.00 ",15.10 ,76.10 ,1.34 ,0.40 ,52.50 ,3.20 
211.70 ,483.40 ,41.00 ,"69,699.00 ",22.20 ,60.70 ,11.10 ,0.69 ,46.70 ,6.70 
181.60 ,465.50 ,46.00 ,"11,554.00 ",13.40 ,84.10 ,1.50 ,0.20 ,60.81 ,8.31 
189.70 ,391.80 ,39.00 ,"10,539.00 ",16.10 ,69.00 ,1.97 ,0.30 ,53.40 ,3.30 
237.10 ,463.90 ,34.00 ,"12,181.00 ",25.00 ,63.70 ,7.80 ,0.30 ,50.20 ,7.40 
186.10 ,454.50 ,48.00 ,"776,864.00 ",17.90 ,68.90 ,14.80 ,3.20 ,43.20 ,6.50 
214.10 ,493.20 ,38.00 ,"39,187.00 ",21.50 ,66.10 ,8.21 ,0.30 ,45.10 ,6.80 
173.60 ,405.20 ,48.00 ,"47,887.00 ",16.60 ,65.80 ,11.40 ,0.25 ,54.00 ,4.10 
229.70 ,413.30 ,35.00 ,"31,981.00 ",22.10 ,69.10 ,1.00 ,0.73 ,50.00 ,5.40 
213.80 ,430.40 ,43.00 ,"16,436.00 ",15.40 ,79.82 ,1.10 ,0.40 ,55.60 ,6.00 
177.40 ,449.80 ,41.00 ,"80,850.00 ",23.70 ,80.70 ,3.73 ,4.20 ,42.70 ,5.40 
195.80 ,418.20 ,39.00 ,"44,610.00 ",21.70 ,72.10 ,3.35 ,0.50 ,49.20 ,5.30 
195.70 ,475.30 ,41.00 ,"38,194.00 ",17.30 ,71.08 ,2.35 ,0.90 ,45.80 ,5.90 
190.00 ,460.20 ,45.00 ,"71,875.00 ",17.50 ,76.20 ,2.90 ,0.60 ,51.70 ,5.80 
226.40 ,354.70 ,32.00 ,"11,183.00 ",23.10 ,75.40 ,1.20 ,0.40 ,47.50 ,5.10 
153.20 ,362.30 ,56.00 ,"3,788.00 ",12.30 ,91.00 ,0.10 ,0.00 ,52.80 ,2.80 
174.50 ,445.50 ,56.00 ,"90,802.00 ",10.00 ,75.10 ,1.10 ,1.00 ,60.30 ,5.30 
208.90 ,484.10 ,35.00 ,"25,548.00 ",24.70 ,68.40 ,5.00 ,0.20 ,48.60 ,6.60 
214.90 ,375.80 ,35.00 ,"41,153.00 ",27.90 ,65.80 ,2.10 ,0.72 ,51.70 ,6.10 
189.10 ,441.80 ,42.00 ,"44,581.00 ",15.50 ,84.00 ,2.10 ,0.50 ,52.60 ,2.88 
153.10 ,391.60 ,49.00 ,"21,489.00 ",13.60 ,64.70 ,2.30 ,3.80 ,53.10 ,4.80 
166.10 ,398.10 ,35.00 ,"7,515.00 ",23.80 ,74.30 ,8.00 ,0.20 ,48.50 ,6.10 
183.90 ,474.00 ,50.00 ,"639,242.00 ",14.80 ,71.00 ,10.10 ,2.70 ,45.00 ,6.00 
177.50 ,420.30 ,58.00 ,"76,559.00 ",9.80 ,76.00 ,3.60 ,1.26 ,58.90 ,4.70 
185.20 ,461.00 ,49.00 ,"52,021.00 ",13.90 ,78.40 ,2.60 ,1.70 ,51.90 ,6.50 
186.90 ,442.30 ,47.00 ,"11,661.00 ",13.90 ,90.50 ,0.10 ,0.16 ,57.20 ,5.60 
125.30 ,452.60 ,48.00 ,"9,304.00 ",14.30 ,89.70 ,3.20 ,0.70 ,47.80 ,4.90 
155.70 ,378.20 ,56.00 ,"21,559.00 ",12.30 ,91.60 ,0.60 ,0.12 ,55.50 ,3.67 
169.50 ,438.30 ,38.00 ,"16,005.00 ",20.60 ,94.90 ,0.30 ,0.70 ,51.60 ,9.40 
155.60 ,414.80 ,54.00 ,"87,572.00 ",18.90 ,87.40 ,0.88 ,6.20 ,46.20 ,3.50 
160.20 ,447.30 ,65.00 ,"401,515.00 ",9.50 ,89.30 ,0.90 ,4.10 ,54.70 ,5.10 
180.20 ,465.60 ,45.00 ,"37,831.00 ",15.40 ,90.60 ,0.80 ,0.94 ,47.40 ,6.00 
185.70 ,449.00 ,57.00 ,"49,600.00 ",12.00 ,92.60 ,0.48 ,1.20 ,54.00 ,4.23 
200.30 ,453.10 ,39.00 ,"63,121.00 ",19.80 ,88.40 ,1.20 ,1.30 ,46.90 ,5.20 
144.30 ,455.60 ,38.00 ,"21,630.00 ",18.30 ,92.80 ,0.60 ,0.30 ,54.80 ,6.50 
189.80 ,393.20 ,40.00 ,"22,483.00 ",17.10 ,91.60 ,0.30 ,0.60 ,46.30 ,2.20 
154.30 ,485.20 ,52.00 ,"175,268.00 ",13.20 ,93.30 ,0.45 ,1.20 ,53.40 ,4.70 
189.20 ,419.40 ,41.00 ,"107,685.00 ",19.90 ,92.80 ,0.30 ,0.82 ,50.10 ,5.50 
174.20 ,535.40 ,51.00 ,"1,859.00 ",11.70 ,97.80 ,1.00 ,0.00 ,52.70 ,3.30 
131.40 ,400.30 ,41.00 ,"7,185.00 ",16.80 ,95.40 ,0.30 ,0.40 ,51.50 ,8.10 
162.70 ,368.70 ,36.00 ,"7,200.00 ",21.30 ,91.80 ,0.70 ,0.60 ,57.70 ,8.30 
166.70 ,431.30 ,54.00 ,"23,137.00 ",14.60 ,87.82 ,0.50 ,1.76 ,51.40 ,3.50 
172.40 ,441.70 ,44.00 ,"212,567.00 ",18.10 ,91.70 ,0.74 ,1.00 ,47.70 ,5.00 
163.90 ,358.50 ,42.00 ,"22,666.00 ",21.20 ,70.90 ,0.97 ,0.78 ,48.70 ,6.80 
199.70 ,491.20 ,37.00 ,"84,745.00 ",20.60 ,93.00 ,0.30 ,0.78 ,48.70 ,6.29 
177.90 ,438.00 ,39.00 ,"66,016.00 ",21.90 ,88.50 ,0.90 ,1.20 ,48.20 ,6.10 
139.20 ,397.20 ,40.00 ,"7,829.00 ",19.30 ,90.30 ,0.60 ,0.80 ,47.60 ,2.90 
169.10 ,418.70 ,44.00 ,"362,895.00 ",18.40 ,88.40 ,1.10 ,2.51 ,44.10 ,4.20 
199.90 ,449.90 ,40.00 ,"47,038.00 ",18.80 ,88.10 ,0.30 ,1.20 ,47.20 ,4.80 
186.50 ,477.40 ,44.00 ,"120,547.00 ",19.10 ,92.70 ,0.44 ,1.20 ,51.80 ,4.70 
164.40 ,441.70 ,35.00 ,"30,380.00 ",28.70 ,85.70 ,1.20 ,1.60 ,49.50 ,8.00 
168.90 ,470.80 ,48.00 ,"330,700.00 ",17.70 ,81.70 ,1.00 ,1.80 ,50.00 ,6.00 
191.70 ,497.60 ,51.00 ,"11,190.00 ",16.30 ,86.30 ,0.40 ,0.40 ,59.70 ,9.90 
177.10 ,459.50 ,53.00 ,"790,294.00 ",18.60 ,78.20 ,5.46 ,6.90 ,39.70 ,4.60 
165.50 ,469.80 ,52.00 ,"79,391.00 ",14.10 ,87.50 ,0.68 ,2.10 ,53.60 ,4.80 
180.40 ,587.40 ,53.00 ,"1,680.00 ",14.20 ,91.90 ,0.60 ,0.20 ,46.80 ,7.30 
165.10 ,432.20 ,41.00 ,"25,653.00 ",17.50 ,91.60 ,0.20 ,0.90 ,50.90 ,5.40 
181.20 ,430.10 ,44.00 ,"76,531.00 ",18.00 ,84.90 ,0.70 ,0.80 ,49.60 ,6.30 
169.00 ,453.60 ,44.00 ,"25,790.00 ",17.70 ,92.60 ,0.70 ,1.20 ,51.40 ,5.60 
141.00 ,403.70 ,51.00 ,"10,897.00 ",10.90 ,90.40 ,0.25 ,0.52 ,52.50 ,5.59 
162.40 ,479.70 ,62.00 ,"71,275.00 ",8.50 ,88.60 ,3.10 ,1.30 ,49.30 ,7.90 
178.00 ,405.20 ,51.00 ,"4,168.00 ",10.90 ,98.00 ,0.00 ,0.00 ,55.50 ,7.24 
170.10 ,403.10 ,86.00 ,"35,294.00 ",6.90 ,89.00 ,1.90 ,0.30 ,50.30 ,10.00 
217.20 ,493.10 ,34.00 ,"28,024.00 ",24.80 ,97.40 ,0.40 ,0.11 ,50.50 ,4.10 
185.00 ,456.60 ,43.00 ,"104,425.00 ",18.00 ,83.50 ,12.10 ,0.75 ,46.10 ,6.20 
189.40 ,426.00 ,47.00 ,"53,213.00 ",14.60 ,96.90 ,0.80 ,0.50 ,54.50 ,5.60 
203.20 ,498.30 ,39.00 ,"98,632.00 ",21.50 ,93.30 ,3.40 ,0.47 ,47.40 ,6.40 
192.10 ,489.60 ,34.00 ,"65,886.00 ",29.90 ,91.00 ,2.30 ,3.30 ,40.40 ,2.50 
189.70 ,484.80 ,52.00 ,"45,876.00 ",8.30 ,97.40 ,0.45 ,0.50 ,56.70 ,6.00 
185.20 ,427.90 ,41.00 ,"69,154.00 ",16.10 ,93.50 ,3.80 ,0.40 ,50.00 ,3.50 
213.30 ,500.20 ,46.00 ,"43,839.00 ",15.00 ,97.20 ,1.00 ,0.20 ,54.70 ,8.70 
189.00 ,458.90 ,58.00 ,"376,353.00 ",14.40 ,86.00 ,7.79 ,2.70 ,52.70 ,5.48 
172.80 ,472.50 ,46.00 ,"27,811.00 ",13.50 ,97.20 ,0.84 ,0.22 ,59.30 ,5.20 
190.10 ,462.10 ,50.00 ,"38,987.00 ",11.30 ,94.40 ,1.90 ,0.40 ,55.10 ,4.60 
200.60 ,471.10 ,42.00 ,"135,959.00 ",18.20 ,86.20 ,8.50 ,0.72 ,46.20 ,5.30 
178.70 ,479.50 ,62.00 ,"201,973.00 ",11.20 ,95.40 ,1.40 ,1.00 ,55.70 ,5.20 
224.30 ,488.50 ,49.00 ,"41,917.00 ",13.70 ,94.70 ,2.50 ,0.30 ,52.00 ,5.68 
178.30 ,445.60 ,42.00 ,"104,806.00 ",15.90 ,95.30 ,2.30 ,0.34 ,50.80 ,6.20 
203.00 ,459.80 ,41.00 ,"36,569.00 ",18.10 ,97.00 ,1.10 ,0.40 ,55.00 ,5.80 
184.60 ,476.50 ,39.00 ,"42,306.00 ",15.40 ,96.80 ,0.71 ,0.40 ,51.50 ,6.30 
187.10 ,485.00 ,44.00 ,"1,255,921.00 ",19.60 ,63.60 ,29.70 ,2.80 ,37.00 ,4.90 
179.60 ,439.30 ,46.00 ,"52,076.00 ",12.20 ,97.60 ,0.60 ,0.30 ,54.60 ,6.70 
188.60 ,446.90 ,53.00 ,"38,352.00 ",11.70 ,92.00 ,1.90 ,0.30 ,52.10 ,6.07 
152.10 ,460.50 ,97.00 ,"193,013.00 ",4.80 ,89.00 ,3.60 ,4.77 ,65.80 ,4.80 
193.70 ,479.90 ,49.00 ,"75,550.00 ",13.90 ,86.60 ,8.40 ,0.50 ,47.00 ,4.60 
173.40 ,459.50 ,59.00 ,"151,408.00 ",9.60 ,89.40 ,6.43 ,1.40 ,57.40 ,6.00 
194.30 ,441.60 ,44.00 ,"28,679.00 ",15.80 ,94.50 ,1.90 ,0.60 ,48.80 ,5.70 
181.20 ,359.60 ,54.00 ,"42,537.00 ",10.50 ,94.20 ,0.60 ,0.30 ,60.48 ,6.63 
201.00 ,456.20 ,36.00 ,"30,142.00 ",26.10 ,94.40 ,2.60 ,0.60 ,52.40 ,4.80 
142.40 ,441.00 ,72.00 ,"94,102.00 ",7.80 ,96.70 ,1.30 ,0.60 ,63.60 ,5.94 
159.20 ,437.30 ,59.00 ,"164,427.00 ",13.20 ,86.10 ,7.20 ,3.00 ,52.00 ,4.70 
215.80 ,473.40 ,41.00 ,"39,258.00 ",17.20 ,95.80 ,1.56 ,0.30 ,49.70 ,3.40 
185.10 ,467.10 ,48.00 ,"807,598.00 ",17.60 ,68.80 ,25.60 ,2.20 ,39.20 ,5.20 
175.70 ,431.90 ,51.00 ,"75,573.00 ",12.70 ,93.40 ,1.30 ,1.70 ,50.50 ,5.40 
185.10 ,433.40 ,45.00 ,"31,682.00 ",19.00 ,96.20 ,0.90 ,0.80 ,52.40 ,8.00 
201.40 ,445.50 ,42.00 ,"15,450.00 ",16.90 ,95.80 ,2.10 ,0.10 ,56.80 ,7.16 
162.80 ,386.30 ,53.00 ,"27,816.00 ",10.20 ,94.30 ,0.60 ,0.42 ,55.90 ,7.87 
199.80 ,427.00 ,41.00 ,"43,026.00 ",19.30 ,96.20 ,1.38 ,0.30 ,49.90 ,6.78 
205.90 ,460.60 ,42.00 ,"28,491.00 ",17.50 ,97.40 ,0.82 ,0.30 ,53.90 ,5.30 
147.40 ,316.50 ,50.00 ,"43,909.00 ",12.40 ,98.70 ,0.20 ,0.10 ,70.60 ,7.90 
206.30 ,463.70 ,47.00 ,"58,469.00 ",13.40 ,94.80 ,1.13 ,0.30 ,52.90 ,4.70 
210.90 ,445.60 ,41.00 ,"32,596.00 ",20.00 ,97.00 ,0.60 ,0.10 ,47.40 ,5.20 
194.70 ,462.50 ,40.00 ,"67,347.00 ",20.00 ,91.70 ,5.70 ,0.30 ,47.90 ,4.80 
179.50 ,514.70 ,46.00 ,"61,061.00 ",15.10 ,96.50 ,1.10 ,0.40 ,53.80 ,5.62 
182.50 ,483.80 ,58.00 ,"229,245.00 ",8.90 ,92.60 ,3.70 ,1.30 ,50.10 ,4.70 
201.50 ,445.70 ,41.00 ,"61,109.00 ",17.50 ,95.40 ,2.20 ,0.45 ,49.70 ,5.38 
188.80 ,478.50 ,57.00 ,"170,570.00 ",13.50 ,92.70 ,3.40 ,0.99 ,55.00 ,5.50 
205.60 ,460.60 ,50.00 ,"45,386.00 ",17.00 ,95.10 ,2.00 ,0.74 ,50.80 ,6.60 
182.10 ,465.90 ,52.00 ,"305,147.00 ",14.70 ,85.30 ,8.40 ,1.00 ,49.10 ,4.90 
196.20 ,370.70 ,42.00 ,"433,689.00 ",20.70 ,73.00 ,18.80 ,1.70 ,38.90 ,5.16 
197.00 ,449.10 ,52.00 ,"44,094.00 ",12.60 ,90.50 ,5.84 ,0.80 ,54.07 ,4.90 
190.70 ,463.10 ,41.00 ,"231,900.00 ",18.90 ,80.20 ,15.50 ,0.80 ,42.50 ,4.30 
202.00 ,502.10 ,42.00 ,"65,355.00 ",21.30 ,90.00 ,5.80 ,0.47 ,50.38 ,6.90 
167.40 ,460.90 ,68.00 ,"176,395.00 ",7.00 ,95.80 ,1.40 ,1.10 ,59.50 ,4.60 
206.90 ,435.20 ,38.00 ,"23,257.00 ",22.60 ,97.50 ,1.10 ,0.20 ,52.50 ,5.70 
181.90 ,443.10 ,52.00 ,"40,968.00 ",8.90 ,97.40 ,0.44 ,0.26 ,57.90 ,6.30 
177.80 ,449.50 ,51.00 ,"104,224.00 ",10.60 ,94.40 ,2.20 ,1.30 ,52.20 ,4.80 
188.90 ,423.20 ,40.00 ,"14,409.00 ",15.70 ,98.00 ,0.50 ,0.00 ,53.30 ,6.10 
186.90 ,451.90 ,42.00 ,"532,258.00 ",19.70 ,73.70 ,20.70 ,2.00 ,40.40 ,5.40 
187.90 ,438.40 ,37.00 ,"14,777.00 ",18.10 ,93.20 ,3.50 ,0.10 ,57.08 ,5.66 
185.00 ,456.70 ,49.00 ,"35,074.00 ",12.10 ,97.50 ,0.40 ,0.10 ,59.10 ,4.80 
211.50 ,466.10 ,41.00 ,"86,290.00 ",19.10 ,92.59 ,3.30 ,0.30 ,48.00 ,5.74 
122.50 ,355.10 ,43.00 ,"14,326.00 ",16.30 ,92.60 ,5.70 ,0.00 ,59.00 ,6.40 
185.30 ,457.10 ,50.00 ,"40,877.00 ",10.10 ,95.60 ,1.00 ,0.40 ,55.10 ,4.50 
215.50 ,451.20 ,47.00 ,"18,976.00 ",12.30 ,94.90 ,1.00 ,0.40 ,56.20 ,7.40 
200.60 ,443.40 ,43.00 ,"35,985.00 ",17.80 ,97.70 ,0.30 ,0.20 ,55.10 ,4.80 
197.40 ,460.50 ,54.00 ,"56,998.00 ",13.20 ,93.90 ,3.30 ,0.30 ,57.27 ,5.00 
217.90 ,468.00 ,40.00 ,"28,217.00 ",21.90 ,96.30 ,0.70 ,0.31 ,45.30 ,5.37 
186.30 ,458.70 ,52.00 ,"162,275.00 ",14.20 ,91.40 ,3.90 ,1.80 ,50.00 ,3.91 
192.70 ,471.10 ,49.00 ,"41,329.00 ",13.00 ,97.40 ,0.60 ,0.50 ,56.00 ,3.90 
154.60 ,425.60 ,56.00 ,"34,042.00 ",7.80 ,95.50 ,0.32 ,0.18 ,64.00 ,6.20 
186.00 ,445.10 ,41.00 ,"121,707.00 ",15.90 ,87.00 ,7.50 ,0.70 ,47.40 ,5.00 
203.90 ,449.20 ,42.00 ,"77,170.00 ",19.20 ,90.30 ,5.20 ,0.50 ,51.80 ,5.00 
193.80 ,424.20 ,46.00 ,"59,679.00 ",14.50 ,90.50 ,3.40 ,0.40 ,49.50 ,5.50 
203.00 ,503.00 ,37.00 ,"76,825.00 ",27.20 ,94.40 ,2.60 ,0.44 ,46.50 ,4.76 
174.00 ,439.00 ,45.00 ,"55,610.00 ",17.50 ,94.20 ,2.50 ,0.60 ,50.80 ,4.60 
167.30 ,405.00 ,50.00 ,"48,901.00 ",10.70 ,94.50 ,2.60 ,0.70 ,57.10 ,6.80 
176.40 ,449.30 ,47.00 ,"375,165.00 ",14.90 ,88.70 ,7.20 ,0.78 ,48.40 ,5.30 
178.10 ,437.50 ,50.00 ,"541,968.00 ",13.40 ,79.90 ,14.30 ,2.60 ,45.10 ,4.60 
187.00 ,478.50 ,43.00 ,"203,751.00 ",17.20 ,88.80 ,8.30 ,0.50 ,45.70 ,4.70 
168.70 ,447.10 ,46.00 ,"92,916.00 ",13.40 ,96.60 ,0.80 ,0.40 ,54.00 ,5.30 
165.70 ,459.60 ,69.00 ,"54,277.00 ",7.70 ,92.20 ,2.30 ,2.70 ,61.70 ,5.67 
172.10 ,425.00 ,49.00 ,"28,562.00 ",10.10 ,96.60 ,0.90 ,0.30 ,55.10 ,4.90 
184.30 ,456.60 ,37.00 ,"13,048.00 ",23.70 ,97.20 ,0.40 ,0.00 ,54.00 ,8.90 
160.40 ,444.50 ,72.00 ,"224,469.00 ",5.80 ,89.70 ,3.50 ,4.50 ,63.70 ,4.70 
186.20 ,475.40 ,45.00 ,"61,112.00 ",15.70 ,96.20 ,1.10 ,0.70 ,51.80 ,5.00 
170.30 ,417.80 ,50.00 ,"116,063.00 ",13.90 ,95.40 ,1.70 ,0.81 ,57.60 ,6.40 
185.10 ,412.30 ,42.00 ,"37,120.00 ",14.20 ,95.60 ,1.20 ,0.40 ,50.00 ,7.60 
173.00 ,403.00 ,54.00 ,"129,730.00 ",13.50 ,92.20 ,2.71 ,1.68 ,49.50 ,4.50 
190.60 ,461.70 ,47.00 ,"22,243.00 ",10.00 ,98.60 ,0.20 ,0.10 ,52.30 ,5.00 
220.90 ,416.80 ,31.00 ,"22,004.00 ",27.20 ,44.30 ,0.30 ,0.60 ,52.00 ,5.30 
159.50 ,447.60 ,51.00 ,"5,868.00 ",16.60 ,78.40 ,1.90 ,0.00 ,53.10 ,4.40 
151.70 ,442.00 ,35.00 ,"13,793.00 ",21.80 ,74.20 ,4.10 ,0.50 ,52.10 ,5.80 
181.00 ,360.40 ,56.00 ,"5,427.00 ",10.50 ,80.83 ,0.60 ,0.10 ,60.70 ,2.90 
182.40 ,415.10 ,46.00 ,"23,768.00 ",15.00 ,83.20 ,3.49 ,0.80 ,50.70 ,3.75 
180.20 ,472.60 ,44.00 ,"9,833.00 ",18.40 ,78.80 ,5.60 ,0.30 ,49.60 ,2.10 
191.70 ,440.50 ,38.00 ,"44,884.00 ",19.10 ,74.20 ,1.90 ,0.50 ,48.00 ,7.60 
211.40 ,429.40 ,39.00 ,"29,343.00 ",23.50 ,63.10 ,2.70 ,0.26 ,49.30 ,5.20 
150.30 ,457.30 ,39.00 ,"6,856.00 ",15.80 ,95.60 ,0.30 ,0.20 ,49.40 ,4.50 
185.40 ,444.10 ,44.00 ,"25,775.00 ",16.80 ,86.60 ,0.70 ,1.00 ,52.30 ,5.20 
145.50 ,429.20 ,66.00 ,"574,326.00 ",12.50 ,77.60 ,1.81 ,9.30 ,53.20 ,5.20 
144.60 ,375.00 ,33.00 ,"1,358.00 ",23.30 ,96.80 ,0.00 ,0.40 ,54.70 ,1.80 
168.60 ,466.80 ,52.00 ,"102,659.00 ",15.40 ,88.00 ,1.24 ,1.30 ,54.90 ,4.40 
165.30 ,470.70 ,60.00 ,"102,295.00 ",10.80 ,92.30 ,1.50 ,0.73 ,58.10 ,4.50 
182.10 ,501.20 ,52.00 ,"1,230,459.00 ",13.10 ,80.80 ,13.00 ,3.30 ,42.50 ,5.00 
171.10 ,458.50 ,44.00 ,"67,052.00 ",13.80 ,97.80 ,0.94 ,0.20 ,51.90 ,4.40 
180.20 ,476.10 ,51.00 ,"168,871.00 ",11.70 ,90.90 ,6.10 ,0.60 ,49.70 ,4.50 
151.20 ,479.90 ,46.00 ,"48,586.00 ",13.60 ,97.70 ,0.57 ,0.23 ,55.00 ,4.59 
162.40 ,472.40 ,55.00 ,"415,271.00 ",14.30 ,83.70 ,5.00 ,1.40 ,51.40 ,5.30 
179.40 ,478.40 ,43.00 ,"125,593.00 ",15.00 ,95.90 ,1.59 ,0.70 ,48.80 ,4.51 
183.80 ,484.40 ,47.00 ,"61,281.00 ",12.90 ,97.30 ,0.50 ,0.62 ,53.50 ,5.30 
168.70 ,500.50 ,77.00 ,"627,367.00 ",6.60 ,89.00 ,3.90 ,4.35 ,58.10 ,4.70 
169.70 ,509.40 ,60.00 ,"186,818.00 ",8.90 ,96.30 ,1.20 ,1.10 ,55.70 ,4.00 
168.50 ,488.30 ,42.00 ,"136,411.00 ",15.30 ,93.80 ,3.40 ,0.50 ,47.40 ,4.80 
159.60 ,560.40 ,40.00 ,"4,732.00 ",14.20 ,98.00 ,0.60 ,0.10 ,45.50 ,3.50 
191.80 ,496.10 ,49.00 ,"63,960.00 ",13.00 ,96.10 ,1.53 ,0.50 ,52.30 ,3.30 
142.40 ,442.60 ,51.00 ,"160,580.00 ",17.90 ,88.40 ,3.84 ,5.50 ,46.60 ,3.70 
159.10 ,486.20 ,85.00 ,"515,939.00 ",7.30 ,86.40 ,5.90 ,4.50 ,58.40 ,4.90 
179.40 ,495.40 ,43.00 ,"39,498.00 ",15.10 ,96.90 ,1.20 ,0.60 ,50.26 ,4.80 
183.00 ,473.50 ,40.00 ,"80,994.00 ",16.50 ,95.20 ,2.50 ,0.50 ,52.78 ,4.18 
196.60 ,486.00 ,44.00 ,"39,441.00 ",17.40 ,96.20 ,1.50 ,0.50 ,51.40 ,4.80 
175.20 ,515.20 ,46.00 ,"66,672.00 ",14.30 ,95.40 ,1.90 ,1.20 ,50.10 ,4.10 
191.80 ,481.80 ,43.00 ,"86,484.00 ",14.90 ,95.80 ,1.90 ,0.50 ,52.10 ,6.00 
154.60 ,460.30 ,62.00 ,"246,338.00 ",9.10 ,89.60 ,3.40 ,3.40 ,52.70 ,4.70 
169.10 ,457.20 ,52.00 ,"272,983.00 ",13.40 ,72.10 ,18.00 ,3.53 ,44.50 ,5.80 
187.40 ,525.20 ,62.00 ,"563,894.00 ",11.00 ,70.90 ,20.80 ,5.10 ,47.80 ,5.50 
189.90 ,514.80 ,46.00 ,"30,872.00 ",10.50 ,98.10 ,0.50 ,0.40 ,50.40 ,4.30 
182.50 ,478.60 ,45.00 ,"278,045.00 ",16.40 ,87.50 ,7.10 ,1.40 ,46.10 ,4.90 
198.70 ,495.60 ,36.00 ,"133,628.00 ",20.20 ,92.90 ,4.10 ,0.20 ,46.50 ,5.10 
206.50 ,462.10 ,37.00 ,"7,410.00 ",21.90 ,66.00 ,27.30 ,0.70 ,49.80 ,1.70 
162.20 ,468.50 ,50.00 ,"153,638.00 ",11.90 ,92.90 ,3.80 ,1.00 ,55.20 ,4.80 
177.50 ,458.90 ,48.00 ,"14,629.00 ",13.30 ,97.00 ,1.43 ,0.14 ,56.30 ,5.00 
193.50 ,501.40 ,49.00 ,"37,519.00 ",16.50 ,92.20 ,5.10 ,0.22 ,50.10 ,6.00 
172.70 ,423.70 ,44.00 ,"45,668.00 ",15.10 ,92.10 ,5.30 ,0.50 ,55.10 ,6.80 
151.60 ,425.10 ,42.00 ,"86,966.00 ",17.00 ,94.50 ,2.51 ,1.10 ,50.60 ,4.10 
183.20 ,495.40 ,43.00 ,"44,430.00 ",13.30 ,98.00 ,0.50 ,0.30 ,52.50 ,6.40 
